id	text	label	dimension
252_1	i was just rushing, and i forgot to anchor the bolt.	 explain	intent
252_2	yes, i did.	 agree	intent
252_3	i really, really didn't think that one through.	 apologise	intent
252_5	yes.	 agree	intent
252_6	thank you so much.	 thank	intent
252_8	it's totally fine. i got you, girl.	 comfort	intent
252_9	it's all good, friend. aw.	 comfort	intent
252_10	and plus, no one got hurt, so no biggie.	 comfort	intent
253_0	look, i was trying to show her that we're friends.	 explain	intent
253_1	oh, this is about the jonah crush.	 taunt	intent
253_2	okay, that's enough. look, can you please just not tell anyone?	 ask for help	intent
253_5	what--what--what-what are you doing?	 care	intent
253_6	i'm trying to work up enough saliva so that we can do a spit handshake.	 explain	intent
253_7	oh, don't worry about it.	 comfort	intent
253_8	no, dina, really, i'm good. i trust you.	 leave	intent
253_9	well, now i'm like a sprinkler.	 joke	intent
254_0	does it hurt when you rotate it?	 care	intent
254_1	of course it does.	 agree	intent
254_2	i got assaulted by a giant pot of gold.	 complain	intent
254_3	you could have already launched boob cheese.	 taunt	intent
254_4	i mean, i'm not a very good negotiator.	 explain	intent
254_5	i just always want people to like me.	 explain	intent
254_8	actually, that's not a bad idea.	 agree	intent
254_9	i mean, you are relentless and annoying.	 taunt	intent
254_11	it's not, but, you know, you hear what you want to hear.	 oppose	intent
254_12	mm-hmm, i definitely think that's a good idea.	 agree	intent
255_0	i feel so bad. i didn't know mateo was gonna get hurt when you took the blame.	 apologise	intent
255_1	don't worry about it. it's like i said.	 comfort	intent
255_2	well, i am taking you out for drinks tonight as a thank-you.	 invite	intent
255_3	you, me, half-off margaritas. like i always say, there's nothing a little dancing on a bar can't solve.	 invite	intent
255_5	i mean, that is very wise and well-observed.	 explain	intent
255_7	i'll just text you tonight about what i'm thinking of wearing.	 leave	intent
255_8	see, she does not suspect a thing.	 flaunt	intent
255_9	all right.	 acknowledge	intent
255_10	clean this up for real.	 arrange	intent
257_0	i'm sorry, why is jonah here?	 care	intent
257_1	oh, i'm just here to give mateo advice.	 explain	intent
257_2	fine, okay. uh, for the record, i should point out that mateo and i previously had a romantic relationship, but i'm confident that we can keep everything professional.	 inform	intent
257_4	okay, uh, without accepting any liability for your injury, cloud 9 would like to offer you $1,000.	 inform	intent
257_6	oh, we want the money, jeff.	 inform	intent
257_7	but we want the real money. yes.	 emphasize	intent
257_9	the offer is $1,000. take it or leave it.	 inform	intent
258_0	hey, amy.	 greet	intent
258_1	i thought i'd have sandra work with you.	 arrange	intent
258_2	oh, no, that's okay. i got this.	 refuse	intent
258_3	yeah, but wouldn't it be nice to have some company?	 advise	intent
258_4	you know, someone to help you and watch over you?	 advise	intent
258_5	oh, okay. i see.	 acknowledge	intent
258_6	it's not that i don't trust you or that i'm worried that you'll injure someone else.	 explain	intent
258_7	no, no, of course not.	 oppose	intent
258_8	i mean, you just said it wasn't those things, so it's probably not those things.	 explain	intent
258_9	right.	 agree	intent
259_1	they probably just want to make sure you didn't do anything illegal.	 explain	intent
259_2	illegal, like being in this country illegally?	 doubt	intent
259_3	all right, i just got off the phone with corporate, and things are all good on their end.	 inform	intent
259_4	we're gonna pass.	 inform	intent
259_5	i mean, no need for any of this.	 explain	intent
259_6	i'm gonna go, and, um...	 leave	intent
259_7	sorry the deal fell through.	 apologise	intent
259_8	good sparring with you, buddy. all right.	 leave	intent
263_0	it's just hard to make myself do it.	 complain	intent
263_2	yes, obviously that's the problem.	 agree	intent
263_4	that's not a bad idea.	 praise	intent
264_0	i just spoke to corporate. this one time, they're willing to go up to $1,500.	 inform	intent
264_1	final offer, no exceptions.	 inform	intent
264_2	unfortunately, i'm still gonna pass.	 inform	intent
264_3	okay, but $1,500 is as high as they're willing to go.	 inform	intent
264_4	i understand. the answer is still no.	 inform	intent
264_5	okay, okay, fine, fine.	 acknowledge	intent
264_6	that's the cap.	 inform	intent
264_7	congratulations, you just lost out on $6,500.	 taunt	intent
264_8	sweet dreams thinking about that.	 taunt	intent
265_0	i heard about you and adam, and i just wanted to say i hope everything's okay.	 comfort	intent
265_1	thanks for checking.	 thank	intent
265_2	i need a urine sample from you.	 ask for help	intent
265_3	oh, um, i'm sorry, i can just--	 apologise	intent
265_4	no, dina, this isn't really the best time for this.	 prevent	intent
265_5	hey, that's what happens when you keep screwing up on the job.	 criticize	intent
265_6	we have to find out if it's due to drugs or just gross incompetence.	 inform	intent
268_0	sandra, your tushie needs to be closer to the ground.	 inform	intent
268_1	yeah, no, me and you both.	 agree	intent
268_2	elias, bend both your knees, not just the one.	 inform	intent
268_3	i just feel so guilty. i mean, i almost feel like maybe i should tell glenn that i was the one that messed up the signs.	 apologise	intent
268_5	yeah, you're right, there's probably no point.	 agree	intent
268_6	oh, did i say there was no point?	 doubt	intent
268_8	oh, i just-i'm getting in my head, then.	 explain	intent
268_9	sometimes i do that thing where i act like every mistake in the world is my fault.	 explain	intent
268_11	how far back do we go?	 doubt	intent
268_12	right, yeah.	 acknowledge	intent
269_0	hey, i get it. it's tough, especially when you get to your age.	 comfort	intent
269_1	no, i mean i'm over taking the blame for kelly's mistake.	 oppose	intent
269_2	well, let's tell glenn the truth and bury this chick!	 advise	intent
269_6	so if anything, lying in the first place was the wrong thing to do, right?	 confirm	intent
269_7	you'd already made up your mind about this before you even came in here, hadn't you?	 confirm	intent
269_8	she's growing up.	 praise	intent
270_0	no, uh-uh, i can't do it.	 refuse	intent
270_1	i can't. i still know it's coming.	 refuse	intent
270_7	it'll never really be called off, ever.	 inform	intent
271_0	i thought it was $50,000.	 doubt	intent
271_1	doesn't matter. okay...	 comfort	intent
271_2	oh, no, no, no, no, no, you can't--you can't do that.	 prevent	intent
271_3	that's why i couldn't transfer stores.	 explain	intent
271_4	that's why i can't take the money.	 explain	intent
271_5	and that's why i couldn't go on a carnival cruise with your family.	 explain	intent
274_1	for all i know, he's reported me by now.	 complain	intent
274_2	i'm sure he didn't. if he did, then, you know, a bunch of guys in uniform would've busted in here by now all like,  everyone, down on the ground!	 comfort	intent
274_4	and then, you'd probably get sent to guantanamo.	 warn	intent
275_0	you know i have the power to fire you.	 warn	intent
275_1	i'm just so annoyed with everybody and this stupid video.	 complain	intent
275_7	hey, corey, you stole my condom joke.	 complain	intent
276_0	one of you has committed a serious malfeasance, and i'm not talking about amy's adultery.	 inform	intent
276_1	heck yeah it is.	 acknowledge	intent
276_2	what i'm talking about is something else.	 inform	intent
276_3	however, we're giving that person one chance.	 inform	intent
276_4	you come forward today, admit what you did, and we will forget everything.	 inform	intent
276_6	that's why anyone who comes to us today and admits to doing something wrong will be granted full amnesty.	 explain	intent
276_7	no, i promise, you will not be punished, i swear on the-on the grave of my father.	 inform	intent
276_8	i swear on my birds.	 inform	intent
277_6	oh... like, we could wear hats.	 advise	intent
277_8	okay, um... how 'bout we steal a boat?	 advise	intent
277_9	well, we don't sell boats, but i like that you're thinking bigger.	 praise	intent
277_10	right.	 acknowledge	intent
279_0	it's all cryptocurrency now, ya dino.	 taunt	intent
279_1	can someone please open a register?	 ask for help	intent
279_2	i have kind of a shrimp emergency.	 ask for help	intent
279_6	all right, let's all take a number.	 inform	intent
279_7	we're gonna get to everyone.	 inform	intent
280_1	kinda tired of telling people to mind their own business.	 complain	intent
280_2	so, i know this may come as a surprise, but i actually got teased a lot in middle school.	 comfort	intent
280_6	wow. you're really the hero of that story.	 praise	intent
280_7	uh-oh, hope i'm not interrupting anything.	 joke	intent
280_8	no, it's not.	 oppose	intent
283_1	could you hit the lights on your way out?	 ask for help	intent
283_2	oh, yeah, bangin' and proud of it.	 acknowledge	intent
283_3	watch out, cloud 9's about to get real hot up in here!	 joke	intent
283_5	come on, you guys, you're being annoying now.	 complain	intent
284_0	thank you all for coming on such short notice.	 thank	intent
284_3	uh, as you all know, from time to time, we have a guest speaker...	 inform	intent
284_5	so...i would like to introduce you to pastor craig.	 introduce	intent
284_7	pastor craig? mm.	 confirm	intent
284_10	stop it!	 prevent	intent
284_14	and i don't care what you've done.	 inform	intent
284_15	god hates the sin, but he loves the sinner.	 inform	intent
284_18	all right.	 acknowledge	intent
284_19	now, sandra, it--it says here that you wanna kill a coworker named carol.	 confirm	intent
284_22	what do you do when that feeling comes over you?	 asking for opinions	intent
284_27	all right, everybody blow it out.	 arrange	intent
284_28	blow out the sin!	 inform	intent
284_29	blow it on out. blow it on out.	 arrange	intent
284_31	i think it just got a little lighter in here.	 inform	intent
284_34	so, keep breathing, blow out those sins, and forgive yourself.	 arrange	intent
284_35	yes, thank you. i need a tire gauge.	 thank	intent
284_38	there was no fireable offense.	 inform	intent
284_39	actually, we christians believe that all people are sinners.	 inform	intent
284_41	so, wait, jeff didn't say anything?	 doubt	intent
284_47	glenn, it wasn't an affair, it was one kiss, and it happened because we thought we were about to die.	 explain	intent
284_49	weren't you praying to allah the whole time?	 doubt	intent
284_53	well, i'm sorry, i don't know you guys that well.	 apologise	intent
284_58	okay.	 acknowledge	intent
284_59	all right, guys, enough is enough.	 prevent	intent
284_63	so...stop.	 prevent	intent
284_68	yeah, no, i--i-i know your name, obviously.	 emphasize	intent
285_0	oh, hey, ame.	 greet	intent
285_2	yep. how are you doing with everything?	 care	intent
285_5	yep, gonna go find him now and just, like, do him, you know?	 plan	intent
285_7	get it?	 confirm	intent
286_0	watching your world view get shattered has been the highlight of my year, and that includes meeting that balki guy.	 taunt	intent
286_2	hey, guys, i'm taking off.	 leave	intent
286_4	so, you've never gotten stoned at work or--or hit golf balls off the checkout?	 doubt	intent
286_5	you've never taken a video game home, played it, repackaged it, and put it back on the shelf?	 doubt	intent
286_6	no.	 oppose	intent
286_8	garrett... you little rule follower.	 praise	intent
286_9	i found a good one!	 praise	intent
286_10	his ability to delude himself is the only impressive thing about him.	 taunt	intent
289_0	okay, you remember the guy from the pet store?	 confirm	intent
289_1	we're meeting for lunch today, and he's bringing a friend.	 plan	intent
289_2	no, no, no. no, no.	 refuse	intent
289_6	how nice. um, you know what, dina, actually, i think i'm going to pass.	 refuse	intent
291_0	wow, he is so hot. is he a model?	 praise	intent
291_1	he's a lawyer, but i think he used to be a skydiving instructor, and he does a lot of charity work.	 introduce	intent
291_2	that's perfect.	 praise	intent
291_4	thanks a lot, amy.	 thank	intent
291_5	i'm so sorry, i didn't mean for that to happen.	 apologise	intent
291_6	okay, justine, you're back in.	 arrange	intent
295_1	attention, everyone.	 inform	intent
295_2	who here would like to come with me, and join the target family?	 inform	intent
295_3	no, no, no, you leave my people alone.	 prevent	intent
295_8	listen, target is a better store.	 inform	intent
295_10	why don't we all just go home, and think about it overnight?	 advise	intent
295_11	i'll go with you, jeff.	 plan	intent
295_14	sandra, he doesn't really want you.	 emphasize	intent
295_15	he's just upset because garrett wouldn't go with him.	 explain	intent
297_1	your improv skills are really impressive.	 praise	intent
297_2	thank you.	 thank	intent
297_4	you've got jokes. well, i am upset about how much movie tickets cost me these days, so maybe i could take advantage of his senior discount.	 joke	intent
300_3	hey, sorry, you can't eat food on the display furniture.	 prevent	intent
300_4	oh, hey, owen, it's okay. these are my cloud 9 friends.	 introduce	intent
300_8	yeah.	 acknowledge	intent
300_9	hey, what do you think of jeff?	 asking for opinions	intent
300_10	exactly, jeff who.	 emphasize	intent
302_0	yeah, and her shoes made a lot of noise.	 complain	intent
302_1	are you guys seriously weirded out by a female boss?	 doubt	intent
302_2	it's 2018.	 taunt	intent
302_3	you're right.	 agree	intent
302_4	to be honest, i really liked her shoes.	 praise	intent
302_7	that's total crap.	 oppose	intent
302_8	when did ginger dance backwards?	 doubt	intent
302_9	oh, uh, it's just an expression.	 explain	intent
302_10	they danced in circles or side by side.	 introduce	intent
302_13	name one picture where ginger rogers was better than rita hayworth.	 arrange	intent
302_14	ginger rogers was nothing.	 leave	intent
303_0	ugh, laurie's gonna be looking at our stats, and my checkout scores are terrible.	 complain	intent
303_1	that scanner never works for me.	 complain	intent
303_2	who cares if you're bad at one thing?	 comfort	intent
303_4	my upm score is a five.	 inform	intent
303_5	even i got a 30.	 taunt	intent
303_6	well, you have better hand-eye coordination.	 praise	intent
303_7	same diff. they're just ugly people floating in space.	 taunt	intent
303_8	yeah, they're not floating in space.	 oppose	intent
304_0	oh, excuse me, you're the floor manager, right?	 confirm	intent
304_1	uh, yeah, hi. amy.	 greet	intent
304_3	okay, good to know. thank you.	 thank	intent
304_4	yeah, anytime.	 leave	intent
304_5	hey, um, can i just say, it's-it's really cool to have a woman district manager.	 praise	intent
304_6	i'm kidding.	 joke	intent
304_8	i would love some help with some of these personnel details.	 ask for help	intent
304_9	oh, uh, yeah. okay, sure.	 agree	intent
304_10	arby's has the meats, but amy's got the deets.	 joke	intent
305_0	hey, i just wanted to make sure we're on the same page about keeping this whole situation from laurie.	 inform	intent
305_2	i just mean a lot of bosses don't like preggos.	 explain	intent
305_3	no, everyone loves preggos.	 oppose	intent
305_6	not me. if i hear someone's pregnant, all i think about is bathroom breaks and doctors' appointments and hormones.	 oppose	intent
305_12	move! you've gotta move.	 arrange	intent
306_1	justine is a hard worker.	 introduce	intent
306_3	oh, myrtle, yeah. she's sweet.	 praise	intent
306_8	oh, okay. phew.	 agree	intent
306_9	i'm not, like, gonna literally cut her.	 explain	intent
307_0	so out of the blue, she just decided to fire myrtle?	 doubt	intent
307_1	yeah, that's exactly what happened.	 agree	intent
307_4	i don't know what's inside of her mind.	 complain	intent
307_6	okay, fine.	 acknowledge	intent
307_8	because she asked me about myrtle.	 explain	intent
307_9	so you led with,  myrtle's not good at her job?	 criticize	intent
309_0	i just can't make it work.	 complain	intent
309_2	why don't you just go into glenn's computer and change your stats?	 advise	intent
309_3	well, isn't that kind of like cheating?	 doubt	intent
309_4	not really.	 oppose	intent
309_5	i think garrett makes a good point.	 agree	intent
309_6	i'm gonna do it.	 plan	intent
309_7	well, i guess while you're in there, you can change your employee photo too.	 advise	intent
309_8	i had a lot of sodium that morning.	 explain	intent
310_1	there used to be really high infant mortality.	 warn	intent
310_2	fine, i'll go get justine to help.	 ask for help	intent
310_3	no, no!	 prevent	intent
310_7	why don't you just tell laurie you're fat?	 advise	intent
310_8	because fat people are fat everywhere.	 explain	intent
310_9	this is clearly a baby bump.	 introduce	intent
310_11	i am not intentionally just naming black actors.	 explain	intent
310_12	sandra, if i didn't need your hulu password, i would kill you right now.	 warn	intent
311_1	oh, okay, but what about a perfect day in the store?	 asking for opinions	intent
311_3	hey, myrtle, you borrowed some scissors, and i need them back.	 ask for help	intent
311_5	this is myrtle's day!	 inform	intent
312_0	hey, laurie, um, can we talk to you?	 greet	intent
312_1	hi, um, i'm jonah. simms.	 greet	intent
312_2	she is an invaluable asset to this store.	 inform	intent
312_3	okay, amy, i really don't want to fire anyone, right?	 confirm	intent
312_4	certainly not a sweet old lady, but corporate is on me to cut the budget.	 explain	intent
312_6	sure, yeah.	 agree	intent
312_7	give it a try.	 leave	intent
312_8	tinkerbell.	 joke	intent
313_0	like, that's a thing, right?	 confirm	intent
313_1	those are words, yes.	 agree	intent
313_2	find the money!	 arrange	intent
313_3	show mama the money.	 arrange	intent
313_4	o-okay, all right, okay, i appreciate the energy, mama.	 thank	intent
313_6	yeah, okay, whatever you need.	 agree	intent
313_7	yes, okay!	 agree	intent
313_8	mama smells the bacon 'cause papa found the pork!	 joke	intent
313_9	neither do i, but mama can't stop.	 joke	intent
314_0	so no one can see us.	 explain	intent
314_1	fine. can we just change the scores so we can get out of here?	 ask for help	intent
314_5	you might as well change it to something impressive.	 advise	intent
314_6	you're right.	 agree	intent
314_7	this is my tonya harding moment, and i've gotta claw my way to the top.	 flaunt	intent
314_8	okay.	 acknowledge	intent
315_0	excuse me, young lady.	 greet	intent
315_1	do you have any sugar?	 ask for help	intent
315_2	my coffee is black with an 80% chance of cream.	 explain	intent
315_4	isn't that channel 4 weatherman skipper sailes in our very store?	 introduce	intent
315_7	hey, it's cool.	 praise	intent
315_9	really good at what he does.	 praise	intent
316_0	hey, you're dina, right?	 greet	intent
316_3	no, it's light.	 refuse	intent
316_4	okay. uh, well, it says that shrink accounted for, like, 1.4% of total sales last month.	 inform	intent
316_5	but at the same time, the regional average actually dropped.	 inform	intent
316_7	just ask the question!	 arrange	intent
316_8	so sorry. i, uh--hoo!	 apologise	intent
316_9	just have to, uh, use the restroom.	 leave	intent
316_10	so maybe we can discuss that later.	 advise	intent
316_11	great.	 praise	intent
318_1	and all good things must come to an end.	 comfort	intent
318_2	myrtle, i am trying to talk to you.	 inform	intent
318_3	oh, i'm sorry. i...	 apologise	intent
318_4	i just like looking at the trucks.	 explain	intent
319_0	mateo, i've just been going over everyone's upm numbers.	 inform	intent
319_1	your score's very impressive.	 inform	intent
319_3	but, uh, wow. thank you.	 thank	intent
319_4	i mean, i've never seen 121 upm before.	 explain	intent
319_5	that's so stupid.	 joke	intent
319_7	hey, you know what would be a good idea?	 advise	intent
319_8	if mateo did a demonstration of his technique for the rest of us.	 advise	intent
319_9	okay, excellent. yes.	 praise	intent
319_10	let's meet, register one, five minutes, okay?	 arrange	intent
319_11	o-okay.	 acknowledge	intent
319_12	what was that?	 doubt	intent
320_0	great.	 praise	intent
320_1	you don't wanna start with cold muscles.	 explain	intent
320_2	hey, you look pretty warm to me.	 praise	intent
320_3	okay.	 acknowledge	intent
320_4	oh. ah, looks like it's broken.	 inform	intent
320_7	thank you, cheyenne.	 thank	intent
320_8	so now we begin.	 inform	intent
320_10	oh, i got stung!	 complain	intent
324_0	i mean, he waves, you wave.	 explain	intent
324_1	yeah, we've been on a couple dates.	 agree	intent
324_3	how did you guys even send each other naked photos of yourselves?	 doubt	intent
324_5	oh, my god. so much effort.	 taunt	intent
324_6	i sent a nude fax once.	 inform	intent
324_7	i mean, an artist signs her work.	 explain	intent
325_0	dina, hey. i made something for you.	 inform	intent
325_1	just as, you know, a little thank-you for, you know, the gift that you're giving to glenn and me.	 thank	intent
325_2	gosh, what intricate work.	 taunt	intent
325_3	amazing. yeah.	 praise	intent
325_4	you know what? i actually can't accept this.	 refuse	intent
325_5	and i do not want this in my home.	 refuse	intent
326_2	hey, were you guys talking about jerry?	 care	intent
326_3	yeah, this weekend, we're taking the rails off the toilet.	 agree	intent
326_5	better get over there fast, you know, before she sells out.	 advise	intent
326_7	uh, yep. okay, let's go.	 leave	intent
327_0	i like the label. it's very, uh, artisanal.	 praise	intent
327_1	thanks, yeah. would you like a taste?	 invite	intent
327_3	you're funny.	 praise	intent
327_4	well, yeah, i mean, i'm definitely a little bit of a crack-up, but this is bud light, right?	 confirm	intent
327_5	no. i guess if you're not used to drinking craft beer, it might take a little time for your palate to adjust.	 oppose	intent
327_6	hmm.	 acknowledge	intent
329_0	so it seems like, uh, jerusha's sales seem to be picking up a little bit, huh?	 confirm	intent
329_1	yeah. god, i am so proud of her.	 praise	intent
329_2	but not jerusha.	 oppose	intent
329_4	i'm not pressuring anyone.	 oppose	intent
329_5	no, of course not, but there's--	 explain	intent
329_6	i think what i'm saying is, just be careful how you use your power.	 advise	intent
329_7	maybe you should be careful how you use your power...	 advise	intent
332_0	none of you feel pressured to buy jerusha's needlepoint, right?	 confirm	intent
332_2	i felt pressured to buy cookies from your foster kids.	 complain	intent
332_3	you take a picture of yourself with a newspaper not from tucson.	 advise	intent
332_4	you made me take care of the tropical fish that you raised even though i can't afford the tank maintenance.	 complain	intent
332_5	i had to take out a loan.	 complain	intent
332_6	my sister was in labor, and you needed me to change your screensaver to flying toasters.	 complain	intent
332_7	she gave birth in her tub.	 complain	intent
332_8	okay, okay.	 acknowledge	intent
332_9	okay, i--i am sorry, then.	 apologise	intent
332_10	i'll never pressure you again.	 inform	intent
332_11	my vertigo was going crazy at the time.	 complain	intent
332_12	i had to sit down in the shower.	 complain	intent
333_1	i can do scarves with birds on them.	 introduce	intent
333_2	what about a scarf with a squirrel on it?	 ask for help	intent
333_3	no.	 oppose	intent
333_4	i mean, i guess technically i could.	 explain	intent
333_5	but no, i just don't feel comfortable with that.	 refuse	intent
337_1	um, yeah. some.	 agree	intent
337_2	and it was a mess.	 complain	intent
337_3	the only spanish words i know are m(registered trademark) tequila.	 inform	intent
337_4	know what i mean? ay, ay, ay!	 joke	intent
337_6	no, just some guy that i've gone on a couple dates with.	 oppose	intent
337_7	alex, the beverage guy.	 introduce	intent
337_8	oh, the beverage guy. cool.	 praise	intent
337_9	because that may be what you agreed to.	 explain	intent
338_2	i had a friend try one of your samples, and--this is crazy-totally independently, also said it tastes like bud light.	 introduce	intent
338_4	and i'd appreciate that respect if that's what i were doing.	 thank	intent
338_5	life is a highway.	 joke	intent
338_6	i got to get back to work.	 leave	intent
339_0	excuse me. how much can i buy for $200?	 ask for help	intent
339_2	damn it, random man!	 complain	intent
339_3	who asked you to get involved?	 criticize	intent
339_4	it's okay. i--i just want everybody to be happy.	 explain	intent
339_5	o-okay.	 acknowledge	intent
341_0	yeah, well...	 acknowledge	intent
341_1	hang in there.	 comfort	intent
341_3	oh, no, no, no, i couldn't.	 refuse	intent
341_4	oh, you-you wanted me to, uh, eat it right now?	 confirm	intent
341_6	yes, i will--i will do this.	 agree	intent
341_7	i will put this in there.	 plan	intent
344_0	hey. i'm taking off.	 greet	intent
344_1	you're still up for tonight, right?	 confirm	intent
344_2	uh, yeah.	 agree	intent
344_4	my parents never made me speak it in the house, and i really don't feel like i should be made to feel guilty about that, okay?	 complain	intent
344_5	i was just asking if you're cool driving for an hour to this barbecue place i like.	 explain	intent
344_6	oh. oh, cool.	 praise	intent
347_1	those are like, the random ones that no one picks, so that's kind of a good plan.	 praise	intent
347_2	hey, if you won, do you think we'd still be friends?	 confirm	intent
347_3	you'd be my friend from my poor life who keeps me grounded.	 praise	intent
348_0	hey, so, uh, before. that wasn't anything, right?	 confirm	intent
348_2	okay, good, yeah, yeah, i mean, you know.	 acknowledge	intent
348_4	no, no, no, no, i just meant like, a hypothetical world where you're not there.	 explain	intent
348_5	i just meant, no, it's like an alternate timeline where, like, you never existed in the first place.	 explain	intent
348_6	okay, seriously, stop.	 prevent	intent
348_7	i can't take this much romance.	 taunt	intent
349_0	oh, hey, uh, glenn, um, whenever you get a chance, could we talk about something?	 invite	intent
349_1	no, no, i meant like, later. like, in your office.	 explain	intent
349_5	how do these toilet stools work?	 ask for help	intent
350_0	well, that's annoying.	 complain	intent
350_2	sorry.	 apologise	intent
350_3	check out this text from colleen at the bel-ridge store.	 introduce	intent
350_4	wonder who's gonna sell the most tickets.  she's so competitive, with her smug cancer survivor smirk.	 taunt	intent
350_7	don't say  uh-huh.  you don't even know the rest of it.	 prevent	intent
351_2	i want a raise!	 inform	intent
351_3	i'm sorry, that was bad timing.	 apologise	intent
351_4	it was surprisingly a very rich topic.	 praise	intent
351_5	okay, well, i will give it a try.	 plan	intent
351_6	i can always bring it back, right?	 confirm	intent
351_9	i'm sorry, i shouldn't have brought that up.	 apologise	intent
351_10	aw, amy. come here.	 comfort	intent
352_0	some of my cousins might try to kill me for the money, but with installments, they'll need me alive.	 joke	intent
352_1	okay, but if we get the money now, we could buy something really baller.	 advise	intent
352_2	like, maybe a robot that plays music and is also your dentist and stuff.	 advise	intent
352_3	or a yacht, but the captain is an ape wearing a sailor hat.	 advise	intent
353_0	okay, yeah, i'll just mention it to her the next time she's here.	 plan	intent
353_3	you should do it now while you still got your business suit on.	 advise	intent
353_6	my mouth is watering. i can't be around these.	 leave	intent
356_0	um, yeah, could you just let her know that--	 ask for help	intent
356_1	because you asked who was calling, and only then did you say she was unavailable which implies, to me, that she is available; she just doesn't want to take our call.	 explain	intent
356_2	listen, skye. i think you're lying to me.	 criticize	intent
356_3	you know what, i'm sorry.	 apologise	intent
356_4	take it away, amy.	 arrange	intent
356_5	um, you're doing great.	 praise	intent
356_6	listen, could you just tell her that i called?	 ask for help	intent
357_1	no matter how much you make, it never seems like enough.	 inform	intent
357_2	but with a little planning, you'll see that a budget is like a raise you give yourself.	 inform	intent
357_3	let's look at a typical budget for a cloud 9 employee.	 inform	intent
357_4	we'll call her penny wise.	 inform	intent
357_5	oh, because she's a killer clown that lives in the sewer?	 joke	intent
357_11	well, there's $100 under  other.  that's probably for food.	 inform	intent
357_12	so we're supposed to live on under $4 a day for food?	 confirm	intent
357_14	probably because they're just planning on us not getting sick, right?	 confirm	intent
357_15	i eat two-week-old unrefrigerated lobster.	 complain	intent
357_16	i'm going to get sick.	 complain	intent
360_3	you could just happen to run into her and then bring up the raise.	 advise	intent
360_6	but pushy people are the ones that get what they want.	 emphasize	intent
360_7	okay, fine. but you're coming with me.	 arrange	intent
361_0	hey, you're scaring off customers.	 criticize	intent
361_2	hey, sandra, how much does the employee who sells a winning lotto ticket get?	 ask for help	intent
361_4	look, even if that was true, which i don't believe it is, you think i'm just going to start hauling ass in the 1-in-7-million chance that i'm going to sell the winning ticket?	 doubt	intent
361_5	i didn't ask you to do anything.	 leave	intent
362_0	we should have a saltwater pool on the yacht.	 advise	intent
362_1	and we should hire someone to bury treasure for us, and then we get to find it.	 advise	intent
362_4	you guys know you wouldn't get all 30 million if you won, right?	 confirm	intent
363_0	no, that doesn't look anything like her, either.	 oppose	intent
363_1	no.	 oppose	intent
363_3	just keep your eyes peeled. tell me if you see her.	 arrange	intent
363_5	shut up. i'm not used to these things.	 prevent	intent
363_7	and i was a pretty decent skier.	 flaunt	intent
363_9	oh, wait, is that her over there?	 confirm	intent
365_0	myrtle, what are you doing here?	 care	intent
365_2	yeah, wow.	 acknowledge	intent
365_4	um, why don't you give me these and i'll give you the cash?	 advise	intent
367_0	suck it, colleen, you pink ribbon wearing bitch.	 criticize	intent
367_3	no, sandra. you're not a part of this.	 oppose	intent
367_6	enjoy your 5 1/2 million, loser.	 taunt	intent
368_2	if you want to move up the corporate ladder, you're going to need to learn how to play golf.	 advise	intent
368_3	just think of yourself as, like, you're a pendulum.	 advise	intent
368_5	yeah, but not so loose, and let's please be careful.	 advise	intent
368_7	okay, all right.	 acknowledge	intent
370_0	the doctor says it's normal for the head to be so much bigger than the rest of the body.	 inform	intent
370_1	well, the doctor wrote it down and put it in this envelope, so here goes nothing.	 inform	intent
370_2	wait. you're gonna just do that right here?	 confirm	intent
370_3	you guys should do something special.	 advise	intent
370_5	or we could all get paintball guns, and shoot each other, and the paint could either be blue or pink.	 advise	intent
371_1	donald?	 confirm	intent
371_2	i'm don sosa, and have i got a car for you.	 joke	intent
371_5	i am not a crook.	 joke	intent
372_0	uh, little advice. get the c-section.	 advise	intent
372_4	nope. nope. absolutely not.	 leave	intent
374_0	what are you doing here?	 care	intent
374_1	oh, i'm on a break from target.	 inform	intent
374_4	well, uh, thank you for visiting.	 thank	intent
374_7	everything okay with you guys?	 care	intent
374_9	kathy, no, i can't come in early.	 refuse	intent
374_10	they cut off his cell phone service a month ago, so.	 explain	intent
379_0	hey, is this the only gumbo mix you have?	 confirm	intent
379_1	i mean, that's why we call it target.	 explain	intent
379_2	it's a nice store.	 praise	intent
381_0	i need to know the gender of their baby.	 ask for help	intent
381_1	okay, sure, one second.	 acknowledge	intent
381_2	hello, it's me, glenn sturgis.	 greet	intent
381_5	you have no idea how spot on i was.	 criticize	intent
382_0	i did not think this through.	 complain	intent
382_1	and now, i have a horrible parasite just eating and pissing inside me.	 complain	intent
382_4	look, dina, it's just for a few more months.	 comfort	intent
382_5	yeah, and then i get to endure the most gruesome pain imaginable.	 complain	intent
382_6	the phrase  cut from hole to hole  was said to me.	 complain	intent
382_7	you know, it really didn't hurt that much.	 comfort	intent
383_0	hey, guys. hey, jeff.	 greet	intent
383_2	and besides, you just need to get back out there, you know?	 comfort	intent
383_3	get back on the horse. giddy-up!	 comfort	intent
383_4	is that so wrong? to just once ask what makes jeffrey happy?	 complain	intent
383_5	you shouldn't rush into anything.	 comfort	intent
383_6	you should... follow your bliss.	 advise	intent
383_7	yeah, defin--definitely. you'll find another job.	 comfort	intent
383_8	you just--you need to figure out you first.	 advise	intent
