id	text	label	dimension
138_7	"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours."""	 answer	dialogue act
138_10	Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.	 statement-non-opinion	dialogue act
138_11	Well, I wouldn't know because I got so freaked out that I hung up the phone.	 statement-non-opinion	dialogue act
138_12	Well, if you had kept listening, you-you would have heard me call him Mr. Big......ot.	 statement-non-opinion	dialogue act
138_13	What?!	 question	dialogue act
138_14	Mr. Bigot. He tells the most	 answer	dialogue act
138_15	All right. So you're telling me that there is nothing going on between you and Chandler.	 statement-non-opinion	dialogue act
138_16	Me and Chandler?!	 question	dialogue act
139_0	I really thought you making a good point. I mean y'know, until you got cut off.	 statement-opinion	dialogue act
139_1	Yeah, what's up with that girl Monica?	 question	dialogue act
139_2	I don't know! I didn't come with her!	 answer	dialogue act
139_5	Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!	 statement-opinion	dialogue act
140_0	Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?	 question	dialogue act
140_1	I'd have to say...the talking gorilla, because at least I can explain to him that you're making me eat him.	 answer	dialogue act
141_0	Okay, I hear you loud and clear. Bob will stay put.	 statement-non-opinion	dialogue act
141_1	I think it's best sir.	 statement-opinion	dialogue act
141_2	But we really do need to find someone up here.	 statement-opinion	dialogue act
141_3	The work is starting to pile up.	 statement-non-opinion	dialogue act
141_4	I've got a stack of documents on my desk this high.	 statement-non-opinion	dialogue act
141_5	Y'know what you should do, just toss 'em in the shedder and claim you never got 'em.	 statement-opinion	dialogue act
142_0	Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.	 greeting	dialogue act
142_1	Hi, Julie!	 greeting	dialogue act
143_3	Umm, this stuffing is amazing. Do you think we should bring them some?	 question	dialogue act
143_4	When they're hungry enough, they'll come in.	 answer	dialogue act
144_0	Hey Joey, you wanted to talk to me?	 question	dialogue act
144_1	I don't know. You uh, you got something for me?	 question	dialogue act
144_2	Oh, yeah, this is from Rachel.	 answer	dialogue act
144_3	Ten. Okay. Now Tag there's such a thing as too many women.	 statement-non-opinion	dialogue act
144_4	Really?	 question	dialogue act
145_0	Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance.  Bye-bye.  Oh God!	 statement-non-opinion	dialogue act
145_1	That's	 others	dialogue act
145_2	Hey, I've been honing!	 statement-non-opinion	dialogue act
145_4	Oh, uh..	 backchannel	dialogue act
145_5	I want her to think I might be in a restaurant.. y'know?	 answer	dialogue act
145_7	Look look! He's doing it again, the guy with the telescope!	 statement-non-opinion	dialogue act
145_8	Oh my God!  Go away!  Stop looking in here!	 command	dialogue act
145_10	Man, we gotta do something about that guy.	 statement-opinion	dialogue act
145_11	This morning, I caught him looking into our apartment.	 statement-non-opinion	dialogue act
145_12	It creeps me out!	 statement-opinion	dialogue act
145_14	What kinda stuff?	 question	dialogue act
145_15	Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.	 answer	dialogue act
145_16	You cook naked?	 question	dialogue act
145_17	Yeah, toast, oatmeal... nothing that spatters.	 answer	dialogue act
145_18	What are you looking at me for? I didn't know that.	 question	dialogue act
146_0	Y'know they say a watched pot never beeps.	 statement-non-opinion	dialogue act
146_2	Phoebe why don't you just call her? You obviously want to.	 statement-opinion	dialogue act
146_3	You think you know me so well.	 statement-non-opinion	dialogue act
146_4	Well, don't 'cha wanna?	 question	dialogue act
146_6	Okay, well I do know you.	 agreement	dialogue act
146_7	That's what I said.	 acknowledge	dialogue act
146_8	Well so?	 question	dialogue act
146_10	I can't.	 answer	dialogue act
146_11	She dumped me, I mean I totally trusted her and then one day it was 'Okay, bye Pheebs' gone.	 statement-non-opinion	dialogue act
146_12	Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.	 statement-opinion	dialogue act
147_0	Ok, bye.  Well, Monica's not coming, it's just gonna be me and Rachel.	 statement-non-opinion	dialogue act
147_1	Oh. Well, hold on camper, are you sure you've thought this thing through?	 question	dialogue act
147_2	It's laundry. The thinking through is minimal.	 answer	dialogue act
147_3	It's just you and Rachel, just the two of you? This is a date. You're going on a date.	 question	dialogue act
147_4	Nuh-uh.	 answer	dialogue act
147_6	So what're you saying here? I should shave again, pick up some wine, what?	 question	dialogue act
147_7	Well, you may wanna rethink the dirty underwear.	 answer	dialogue act
147_9	No.	 answer	dialogue act
147_10	Oh, and uh, the fabric softener?	 question	dialogue act
147_11	Ok, ok, now what is wrong with my	 question	dialogue act
148_0	Ok, so it's just because it was my table, I have to buy a new one?	 question	dialogue act
148_1	That's the rule.	 answer	dialogue act
148_2	What rule? There's no rule, if anything, you owe me a table!	 statement-opinion	dialogue act
148_5	You knew about that?	 question	dialogue act
148_7	Ok, ok, How about if we split it?	 question	dialogue act
148_8	What do you mean, like, buy it together?	 answer	dialogue act
148_9	Yeah	 agreement	dialogue act
148_10	You think we're ready for something like that?	 question	dialogue act
148_11	Why not?	 answer	dialogue act
148_12	Well, it's a pretty big commitment, I mean, what if one of us wants to move out?	 statement-opinion	dialogue act
148_13	Why, are you moving out?	 question	dialogue act
148_15	You'd tell me if you were moving out right	 statement-non-opinion	dialogue act
148_16	Yeah, yeah, it's just that with my last roommate Kip...	 statement-non-opinion	dialogue act
148_17	Aw, I know all about Kip!	 statement-non-opinion	dialogue act
148_18	It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.	 statement-non-opinion	dialogue act
148_19	Well, let me ask you something, was Kip a better roommate than me?	 question	dialogue act
148_20	Aw, don't do that	 answer	dialogue act
149_2	No, I got in trouble for that before. I'll see you later.	 disagreement	dialogue act
150_1	Aw forget it, it's from	 statement-non-opinion	dialogue act
150_2	You think you can knock up my daughter and then not marry her?! I'm gonna kill you!!	 statement-non-opinion	dialogue act
150_3	Y'know this is actually not a great time for me.	 statement-opinion	dialogue act
151_0	Okay! So, we'll just stay married.	 statement-non-opinion	dialogue act
151_1	Yes, exactly!	 agreement	dialogue act
151_2	And I will make everyone call me Mrs. Geller!	 statement-non-opinion	dialogue act
151_3	Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.	 statement-opinion	dialogue act
151_7	Okay, look, how is this gonna affect you?	 question	dialogue act
151_8	Really?	 others	dialogue act
151_9	I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!	 statement-non-opinion	dialogue act
151_10	It's	 others	dialogue act
151_12	You're right.	 statement-opinion	dialogue act
151_13	Y'know what?	 others	dialogue act
151_15	I'm asking you to do me a favor.	 statement-non-opinion	dialogue act
151_17	And as my wife I think you should grant me this favor.	 statement-opinion	dialogue act
152_0	Oh my God!	 others	dialogue act
152_4	My brother's going through that right now, he's such a mess. How did you get through it?	 question	dialogue act
152_7	That's one way! Me, I- I went for the watch.	 statement-opinion	dialogue act
152_8	You actually broke her watch?	 question	dialogue act
152_9	Barry, I'm sorry...	 apology	dialogue act
152_10	I am so sorry...	 apology	dialogue act
152_11	I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...	 statement-opinion	dialogue act
153_0	No real-, honey, really it's fine, just g-go with Susan.	 statement-non-opinion	dialogue act
153_2	Okay, okay, bye	 greeting	dialogue act
153_3	So what are they doing?	 question	dialogue act
153_4	I don't know, something girlie.	 answer	dialogue act
153_6	What are you doing with the lamp?	 question	dialogue act
153_7	I'm just taking it to be re-wired.	 answer	dialogue act
153_9	No, no, Mr. Heckles no one is making any noise up here.	 statement-non-opinion	dialogue act
153_10	You're disturbing my oboe practice.	 statement-non-opinion	dialogue act
153_11	You don't play the oboe!	 statement-non-opinion	dialogue act
153_12	I could play the oboe!	 statement-opinion	dialogue act
154_2	All right that's, that's it!! Get off her!	 command	dialogue act
154_5	Ross!	 others	dialogue act
154_6	I have been down in your store for twenty minutes trying to get a tie!	 statement-non-opinion	dialogue act
154_8	Hi Rach.	 greeting	dialogue act
155_0	Ross?	 statement-non-opinion	dialogue act
155_2	Hey it's Mona! From the wedding.	 greeting	dialogue act
155_5	Wow! Uh...how are you?	 question	dialogue act
155_6	I'm good except umm, you still owe me a dance.	 answer	dialogue act
155_7	Oh that's right. Well uh, would you be interested in seeing a Ukrainian film?	 question	dialogue act
155_8	Oh you're serious. Sure!	 answer	dialogue act
155_9	Great! Well umm	 others	dialogue act
155_10	I think I might need one more cup of coffee.	 statement-opinion	dialogue act
156_1	Go!	 command	dialogue act
156_2	What? Hey wait a minute! Phoebe, how do you even know who the father is?	 question	dialogue act
156_3	I may play the fool at times, but I'm a little more than a pretty blond girl with an ass that won't quit.	 answer	dialogue act
156_5	Oh God... Oh, he's in there right now?	 statement-non-opinion	dialogue act
156_6	Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?	 question	dialogue act
156_9	Oh Phoebe!	 backchannel	dialogue act
156_10	Okay, sorry. Yeah.	 apology	dialogue act
156_11	Hey Rach.	 greeting	dialogue act
157_1	Oh well, this was a really important experience for me, and    I wanted to share it with you.	 statement-non-opinion	dialogue act
157_2	Oh, you're so wonderful.	 statement-opinion	dialogue act
158_1	It can't be me, I'm standing right here.	 statement-opinion	dialogue act
158_2	Wanna peek?	 question	dialogue act
158_6	We're not peeking?	 question	dialogue act
158_7	Well I'm peeking.  Oh my God!	 answer	dialogue act
158_8	Hello sir, you know Monica.	 statement-non-opinion	dialogue act
159_0	Chandler is fantastic!!	 statement-opinion	dialogue act
159_1	What?!	 question	dialogue act
159_3	Like he came by to pick me up, and I opened the door, and it was just like, click!	 statement-non-opinion	dialogue act
159_4	Did he tell you?	 question	dialogue act
159_7	Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.	 answer	dialogue act
159_9	Don't spoil it.	 command	dialogue act
160_0	Hi.	 greeting	dialogue act
160_2	Hello.	 greeting	dialogue act
160_4	Yeah, huh.	 backchannel	dialogue act
160_5	I?ve got some bad news.	 statement-non-opinion	dialogue act
160_7	I can get a quick bite to eat, but then I have to come back up here.	 answer	dialogue act
160_8	Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?	 question	dialogue act
160_11	Nooo, he?s leaving for a better job.	 answer	dialogue act
160_12	Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.	 greeting	dialogue act
160_14	Okay.	 others	dialogue act
160_18	Yeah, you bet.	 agreement	dialogue act
161_1	Seriously dude, 3 years ago.	 statement-non-opinion	dialogue act
161_2	Listen, can you do me a favor?	 question	dialogue act
161_3	I'm gonna be out today.	 statement-non-opinion	dialogue act
161_4	Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?	 question	dialogue act
161_5	You don't trust him?	 question	dialogue act
163_0	Monica face it, Chandler is against marriage. And-and always will be!	 statement-opinion	dialogue act
163_1	Well there's some people who do want to marry me.	 statement-non-opinion	dialogue act
163_3	Yeah! Richard!	 backchannel	dialogue act
163_4	R-R-Richard said he wants to marry you?!  And-and Chandler's tellin' ya how much he hates marriage?!	 statement-non-opinion	dialogue act
163_5	That's right.	 agreement	dialogue act
163_6	Chandler	 others	dialogue act
163_7	You just told me that he hates marriage!	 statement-non-opinion	dialogue act
163_8	That-that he's a-a complex fellow who's unlikely to take a wife!	 statement-non-opinion	dialogue act
163_9	That-that he's against marriage and always will be!	 statement-non-opinion	dialogue act
163_10	You got	 others	dialogue act
164_0	You know you probably didn't know this, but back in high school, I had a, um, major crush on you.	 statement-non-opinion	dialogue act
164_1	I knew.	 statement-non-opinion	dialogue act
164_2	You did! Oh.... I always figured you just thought I was Monica's geeky older brother.	 statement-opinion	dialogue act
164_4	Oh.	 backchannel	dialogue act
164_5	Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here-but do you think it would be okay if I asked you out?	 question	dialogue act
164_8	Yeah, maybe...	 answer	dialogue act
164_9	Okay... okay, maybe I will...	 others	dialogue act
165_0	Well, I just thought it'd make me feel good to do something nice for my friend.	 statement-opinion	dialogue act
165_1	Well, you're amazing.	 apology	dialogue act
165_2	Oh no-no-no.	 disagreement	dialogue act
165_3	A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?	 question	dialogue act
165_6	Oh, I don't know.	 statement-non-opinion	dialogue act
165_7	Oh-no-no-no, you are!	 statement-non-opinion	dialogue act
165_8	You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that.	 statement-opinion	dialogue act
165_10	No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool.	 answer	dialogue act
165_11	Or Casey.	 others	dialogue act
165_12	No-no, Kathy.	 disagreement	dialogue act
165_14	No. No, Kathy.	 disagreement	dialogue act
165_15	Consider Casey.	 statement-opinion	dialogue act
165_16	I think somebody's got a little crush on Casey.	 statement-opinion	dialogue act
166_0	Hey, anybody got a length of rope about six feet long with a little nouse at the end?	 question	dialogue act
166_1	Honey, what's the matter?	 question	dialogue act
167_0	'Cause every time I see your face, I can't help but fall from grace. I know.....	 others	dialogue act
167_4	Why? Because she can sing and play guitar and do both at the same time?	 statement-opinion	dialogue act
167_5	Well, that's pretty much all I'm looking for from these people.	 statement-non-opinion	dialogue act
167_8	Say you'll stay beside me	 others	dialogue act
167_9	Okay, see, see, everyone else is happy she's done.	 statement-non-opinion	dialogue act
167_11	I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.	 statement-opinion	dialogue act
167_12	Oh no, one of those 'look for the hidden meaning' songs.	 statement-non-opinion	dialogue act
168_0	Yes, hello.	 greeting	dialogue act
168_1	I have a question.	 statement-non-opinion	dialogue act
168_4	Thank you.	 greeting	dialogue act
168_6	What?! What else did he say?	 question	dialogue act
168_7	Umm, he said he thought I was funny.	 answer	dialogue act
168_9	Ross, no! There is	 disagreement	dialogue act
168_11	Ross, I am a human doodle!!	 statement-non-opinion	dialogue act
169_0	Come on!	 others	dialogue act
169_1	Oh wait, don't you have to pay for your,  Busty Ladies?	 question	dialogue act
170_1	You said, you wanna come in for some lemonade?	 answer	dialogue act
170_2	So?!	 question	dialogue act
170_3	Whoa, ah!! We're you just gonna give me some lemonade?	 answer	dialogue act
170_4	Yeah huh!! Cover yourself up!	 command	dialogue act
170_5	Oh right, right.	 agreement	dialogue act
170_10	I'm such a jerk.	 statement-non-opinion	dialogue act
170_11	It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.	 statement-opinion	dialogue act
171_0	Hmmm... this is so nice.	 statement-opinion	dialogue act
171_1	OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.	 statement-non-opinion	dialogue act
171_2	OK.	 backchannel	dialogue act
171_3	OK. Here goes. For a while now, I've been wanting to, um....	 statement-non-opinion	dialogue act
171_4	Ohhh!!!!	 backchannel	dialogue act
171_5	Yes, yes, that's right...	 statement-non-opinion	dialogue act
172_0	Well, I was probably going to do it at some point.	 statement-opinion	dialogue act
172_1	I didn't mean	 statement-non-opinion	dialogue act
172_3	It's brilliant!	 statement-opinion	dialogue act
172_7	Sincerely.	 others	dialogue act
172_8	Well, you're welcome! Glad I could help.	 greeting	dialogue act
172_10	David, I'm pretending to	 others	dialogue act
173_0	Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can't win if you don't ask any	 statement-opinion	dialogue act
173_1	What?!	 question	dialogue act
173_2	Well, you promised me a fun road trip!	 answer	dialogue act
173_5	All right. All right.	 agreement	dialogue act
173_8	Sing!!	 command	dialogue act
174_1	Thank you!	 greeting	dialogue act
174_4	Actually I do have one small complaint.	 statement-non-opinion	dialogue act
174_6	The musician right outside the restaurant...it's kind    of a mood-killer!	 statement-opinion	dialogue act
175_0	We did?	 question	dialogue act
175_4	Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?	 question	dialogue act
175_5	What, what, what is it with you and this holiday?	 question	dialogue act
175_6	All right, I'm nine years old.	 answer	dialogue act
175_8	We just finished this magnificent Thanksgiving dinner.	 statement-non-opinion	dialogue act
175_9	I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.	 statement-non-opinion	dialogue act
175_10	Oh my god.	 backchannel	dialogue act
175_11	Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.	 statement-opinion	dialogue act
176_0	Hey, who's this little naked guy?	 question	dialogue act
176_1	That little naked guy would be me.	 answer	dialogue act
176_2	Aww, look at the little thing.	 statement-non-opinion	dialogue act
176_4	Who are those people?	 question	dialogue act
176_5	Got me.	 others	dialogue act
176_6	Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.	 answer	dialogue act
176_7	Wow, Monica, you look just like your grandmother. How old was she there?	 question	dialogue act
176_8	Let's see, 1939... yeah, 24, 25?	 answer	dialogue act
176_9	Looks like a fun gang.	 statement-opinion	dialogue act
177_0	So, what's this about?	 question	dialogue act
177_2	No.  This is my red sweater.	 disagreement	dialogue act
177_6	Y'know, I'm actually glad Phoebe called.	 statement-opinion	dialogue act
177_7	I know we broke up because you thought I wasn't mature enough, but I've really grown up and think we should get back together.	 statement-opinion	dialogue act
177_9	It is the right time.	 agreement	dialogue act
177_10	Okay.	 backchannel	dialogue act
178_1	in the category of Favorite Returning Male Character the nominees are: John Wheeler from	 statement-non-opinion	dialogue act
178_2	What the?!	 question	dialogue act
179_0	Yeah.	 answer	dialogue act
179_1	You're an Aquarius, huh?	 question	dialogue act
179_4	Taurus?	 question	dialogue act
179_5	Nope.	 answer	dialogue act
179_6	Virgo?	 question	dialogue act
179_7	Nope.	 answer	dialogue act
179_8	Sagittarius?	 question	dialogue act
179_11	You're not gonna speed anymore right?	 question	dialogue act
179_12	I won't speed.	 answer	dialogue act
179_13	And you promise you'll get this taken care of right away?	 question	dialogue act
179_16	Yeah!	 answer	dialogue act
179_17	Can he handle the stick?	 question	dialogue act
179_18	Oh well	 backchannel	dialogue act
179_19	I can handle the stick!!	 answer	dialogue act
180_0	Hey!	 greeting	dialogue act
180_5	Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?	 answer	dialogue act
180_7	Chandler Bing!	 others	dialogue act
180_8	Janice	 others	dialogue act
180_9	Not just Janice, Janice in labor, contracting and everything.	 statement-non-opinion	dialogue act
180_12	It's you. This is yours.	 answer	dialogue act
180_13	What?!	 question	dialogue act
180_14	Look how nervous he gets! We haven't slept together in years!	 statement-non-opinion	dialogue act
180_15	That's funny. Does it-does it hurt? Does the labor hurt?	 question	dialogue act
181_0	"Man, I'm starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!"	 statement-non-opinion	dialogue act
181_1	Y'know, y'know I'm lookin' and I don't think anyone's home here.	 statement-opinion	dialogue act
181_2	I say we just break the window, crawl through, and-and y'know explain later.	 statement-opinion	dialogue act
181_3	Yeah? Really? No one's home?	 question	dialogue act
181_4	I don't think so. Hello?  When you get in there	 answer	dialogue act
182_0	Hey, what's up?	 question	dialogue act
182_1	I just saw Danny getting on the subway with a girl and he had his arm around her.	 answer	dialogue act
182_3	Well, you should be, this is all your fault! You meddled in our relationship!!	 statement-opinion	dialogue act
182_5	No, but I was doing my thing and everything was going according to the plan!	 disagreement	dialogue act
182_7	So what, so what you saw him with a girl?	 question	dialogue act
182_8	Who cares?!	 statement-opinion	dialogue act
182_9	That doesn't mean anything!	 statement-non-opinion	dialogue act
182_10	Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.	 statement-opinion	dialogue act
182_11	She was kinda stupid.	 statement-non-opinion	dialogue act
182_12	You're right.	 agreement	dialogue act
182_13	All right, I'm just gonna go on the date.	 statement-non-opinion	dialogue act
182_14	I'm gonna go on the date.	 statement-non-opinion	dialogue act
182_15	That is the new plan.	 statement-opinion	dialogue act
183_1	Phoebe!	 greeting	dialogue act
183_2	Ta-da.	 greeting	dialogue act
183_3	Hey.	 greeting	dialogue act
183_4	Hi.	 greeting	dialogue act
183_6	Do I? Thank you, so do you.	 statement-opinion	dialogue act
183_7	Thanks.	 greeting	dialogue act
183_10	Mr. major capades guy.	 others	dialogue act
183_11	I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.	 statement-opinion	dialogue act
183_12	You always said I'd make it.	 statement-non-opinion	dialogue act
183_13	Yeah, well, ya know, I'm kind of spooky that way. Wooo.	 statement-opinion	dialogue act
183_15	OK.	 backchannel	dialogue act
183_17	Oh, right, OK. Ole.	 statement-non-opinion	dialogue act
183_18	What?	 question	dialogue act
184_0	Hi Joey it's Jane Rogers, can't wait    for your party tonight.	 statement-opinion	dialogue act
184_1	Listen, I forgot your address, can you give me a call?	 question	dialogue act
184_3	Hey!	 greeting	dialogue act
184_4	Hey!	 greeting	dialogue act
184_5	What's happening?	 question	dialogue act
184_6	Yeah, it's a real shame you can't make it to that one-woman    show tonight.	 statement-opinion	dialogue act
184_7	Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first	 statement-non-opinion	dialogue act
184_8	Oh, yeah, yeah, yeah...	 agreement	dialogue act
184_11	You are having a party tonight??	 question	dialogue act
184_12	Kinda have a... a thing for the Days Of Our Life's people.	 answer	dialogue act
184_13	And you weren't going to tell us? How did you think you were    gonna get away with that?	 question	dialogue act
184_14	I do it every year.	 answer	dialogue act
184_16	I didn't have to tell you that!! I'm stupider than Jane Rogers!!	 statement-opinion	dialogue act
184_17	Oh, that's why you got these tickets to that play, to get rid    of us??	 question	dialogue act
184_18	Yeah...	 answer	dialogue act
184_19	And last year is that why you sent us to that medieval times    restaurant?	 question	dialogue act
184_20	Yeah...	 answer	dialogue act
185_0	Who's this from?	 question	dialogue act
185_1	Oh, that's Ross's.	 answer	dialogue act
185_2	Oh...  Oh my God. He remembered.	 statement-non-opinion	dialogue act
185_4	It was like months ago.	 answer	dialogue act
185_5	We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.	 answer	dialogue act
185_6	Oh!	 backchannel	dialogue act
185_7	I can't believe he remembered!	 statement-non-opinion	dialogue act
185_8	Oh, it's so pretty. This must have cost him a fortune.	 statement-opinion	dialogue act
185_9	I can't believe he did this.	 statement-non-opinion	dialogue act
185_10	Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?	 statement-non-opinion	dialogue act
185_11	What did you just say?	 question	dialogue act
185_12	F-hah.... flennin....	 others	dialogue act
186_1	I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.	 agreement	dialogue act
186_3	We could have breakfast in bed	 statement-opinion	dialogue act
186_4	Wait, just a second.	 statement-non-opinion	dialogue act
186_5	Okay.  Oh! Oh no.	 others	dialogue act
187_0	Well that was depressing, I think I just bought a soft pretzel from one of the kids from	 statement-opinion	dialogue act
187_3	This is Bonnie?  This is Bonnie?  You're Bonnie?	 question	dialogue act
187_4	I can show you an ID if you want?	 answer	dialogue act
187_6	Oh yeah, well I just started wearing bras again.	 statement-non-opinion	dialogue act
187_7	Oh, that must be it.	 agreement	dialogue act
187_8	Well I hope you have fun tonight.	 statement-opinion	dialogue act
187_9	Thanks! You too.	 greeting	dialogue act
188_0	I believe it.	 statement-non-opinion	dialogue act
188_2	Yes, I do.	 agreement	dialogue act
188_3	No you do-y'know what, you're not gonna suck me into this.	 statement-opinion	dialogue act
188_4	Oh sure I am, because you always have to be right.	 statement-non-opinion	dialogue act
189_0	I'm telling you, something's wrong! My brother does not stay out all night.	 statement-opinion	dialogue act
189_1	Maybe we should check the trash chute.	 statement-opinion	dialogue act
189_3	That's right, he almost could. Which is exactly how I got stuck there.	 agreement	dialogue act
189_4	Hey!	 greeting	dialogue act
189_5	There he is!	 statement-non-opinion	dialogue act
189_6	Oh my God!  Where the hell have you been?!!	 question	dialogue act
189_7	Just, y'know out.	 answer	dialogue act
189_8	Ohh, out, oh God, I don't know why we didn't think to check there!	 statement-opinion	dialogue act
189_10	I uh, went to a bar. And then I just uh, just walked around for a while.	 answer	dialogue act
189_13	Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!	 statement-non-opinion	dialogue act
189_14	He hooked up!! Tell us about her!	 command	dialogue act
189_15	Ross you left you scarf in... Hey you guys.	 greeting	dialogue act
190_2	Yeah, we look great together.	 agreement	dialogue act
190_3	Okay.	 backchannel	dialogue act
190_5	Y'know, we don't have to imagine.	 disagreement	dialogue act
190_7	We'll just see.	 statement-non-opinion	dialogue act
191_0	Hey! Hey! Be careful around my Porsche!	 command	dialogue act
191_2	Hey! How you doin'?	 greeting	dialogue act
191_3	He has the most amazing Porsche under there!	 statement-opinion	dialogue act
191_5	She's sleeping.	 statement-non-opinion	dialogue act
191_6	Hey uh, would you two girls like to go for a drink?	 question	dialogue act
192_0	Well, the old lady died.	 statement-non-opinion	dialogue act
192_2	Her dying wish was for one last kiss.	 answer	dialogue act
192_3	But I don't care,  because you got the apartment.	 statement-non-opinion	dialogue act
192_4	Yes!	 agreement	dialogue act
192_5	Ewww. Yeah. Umm. I think I'm gonna stay here.	 statement-opinion	dialogue act
192_6	Isn't that great?	 question	dialogue act
192_7	Ezels!!	 others	dialogue act
193_1	Wow, that's great.	 statement-opinion	dialogue act
193_2	Oh, yeah!	 agreement	dialogue act
193_4	I..., a jingle? No, no-no-no, no.	 disagreement	dialogue act
193_5	What? Why not? You could make a ton of money.	 question	dialogue act
193_6	Okay, well if I was in this for the money, I'd be a millionaire by now, y'know.	 answer	dialogue act
193_7	You just got to get out of that jingle head sweetie.	 statement-non-opinion	dialogue act
194_0	Aw, you're right, you're right. I'm sorry.	 agreement	dialogue act
194_1	That's okay. All right, I'm gonna play song that's really, really sad. It's called Magician Box Mix Up.	 statement-non-opinion	dialogue act
195_0	Okay sir, um-mm, let see if I got this right.	 statement-non-opinion	dialogue act
195_2	Okay, great.	 agreement	dialogue act
195_4	Thank you.	 greeting	dialogue act
195_5	Um, coffee to go, please.	 statement-non-opinion	dialogue act
195_6	Isabella Rosselini.	 others	dialogue act
195_7	Are you serious?  Oh my God.	 question	dialogue act
195_9	Why? 'Cause otherwise you'd go for it?	 question	dialogue act
195_14	Yeah, well missy, you better be glad that list is laminated.	 statement-opinion	dialogue act
195_15	You know what honey, you go ahead, we'll call her an alternate.	 statement-opinion	dialogue act
195_16	Okay, hold my crawler.	 statement-non-opinion	dialogue act
196_0	Okay, that's, that's enough.	 disagreement	dialogue act
196_2	A-ha!!!	 answer	dialogue act
197_0	Oh-oh-oh, yeah!  That's right, you take good care of those babies!	 statement-opinion	dialogue act
197_2	It's me, Joey!	 answer	dialogue act
197_3	Do I know you?	 question	dialogue act
197_5	Oh-ho, yeah. Yeah, the hand guy.	 acknowledge	dialogue act
197_6	Okay that's fair.	 agreement	dialogue act
198_2	Left!  Thank you.	 greeting	dialogue act
198_3	You're welcome.	 statement-non-opinion	dialogue act
198_6	Yeah absolutely!	 agreement	dialogue act
199_0	Rachel, we're sorry for pushing those guys on you.	 apology	dialogue act
199_1	Oh that's all right!	 statement-non-opinion	dialogue act
199_2	Y'know, I ended up having a really good time.	 statement-non-opinion	dialogue act
199_3	Y'know, the charity was a big success and they raised a lot of money and awareness.	 statement-non-opinion	dialogue act
199_5	I wanna say a disease.	 answer	dialogue act
199_6	Hey!	 greeting	dialogue act
199_8	I just got this really weird message from Ross. He said turn on	 statement-non-opinion	dialogue act
199_9	Oh my God, look! That's Elizabeth!	 statement-non-opinion	dialogue act
200_0	Hey! So uh, was he excited about the tickets?	 question	dialogue act
200_1	No! He blew us off!	 answer	dialogue act
200_4	I can't believe it.  Can I tell you something? I'm a little mad at him now.	 statement-opinion	dialogue act
200_5	Can I tell you something? Me too.	 agreement	dialogue act
200_9	I like it!	 statement-opinion	dialogue act
201_0	Doorknob?	 question	dialogue act
201_4	So, I'm sorry I just don't think we should go away together yet.	 apology	dialogue act
